DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2014,2906,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2015,2748,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2016,2916,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2017,2767,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2018,2692,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2019,2768,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2020,2846,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2021,2920,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,6: Tasmania,A: Annual,2022,2728,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1975,18615,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1976,18004,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1977,18034,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1978,17804,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1979,18150,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1980,18077,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1981,20136,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1982,20957,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1983,21733,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1984,20840,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1985,20843,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1986,20782,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1987,20293,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1988,20820,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1989,21428,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1990,23082,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1991,22564,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1992,23600,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1993,24055,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1994,24148,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1995,23863,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1996,24533,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1997,24024,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1998,24042,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,1999,23919,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2000,24291,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2001,24377,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2002,24454,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2003,24847,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2004,25586,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2005,26728,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2006,27142,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2007,31692,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2008,32609,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2009,34086,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2010,33031,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2011,32237,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2012,32876,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2013,32759,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2014,32292,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2015,31850,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2016,31495,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2017,31720,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2018,31885,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2019,31793,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2020,30520,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2021,32835,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,3: Queensland,A: Annual,2022,31991,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1975,1079,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1976,1296,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1977,1236,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1978,1287,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1979,1392,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1980,1262,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1981,1503,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1982,1458,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1983,1570,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1984,1562,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1985,1627,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1986,1604,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1987,1710,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1988,1636,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1989,1639,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1990,1759,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1991,1800,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1992,1829,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1993,1719,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1994,1808,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1995,1806,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1996,1701,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1997,1776,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1998,1728,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,1999,1753,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2000,1823,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2001,1825,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2002,1805,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2003,1802,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2004,1750,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2005,1770,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2006,1841,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2007,1876,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2008,1936,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2009,1829,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2010,1873,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2011,1915,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2012,2026,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2013,2028,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2014,1954,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2015,1895,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2016,1894,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2017,1901,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2018,1965,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2019,1774,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2020,1793,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2021,1861,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,7: Northern Territory,A: Annual,2022,1778,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1975,10148,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1976,9787,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1977,9856,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1978,9472,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1979,9474,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1980,9420,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1981,9769,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1982,9916,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1983,10211,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1984,10276,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1985,10147,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1986,9930,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1987,9896,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1988,9917,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1989,10152,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1990,10170,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1991,10175,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1992,9957,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1993,10232,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1994,9951,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1995,9977,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1996,9710,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1997,9383,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1998,9266,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,1999,9184,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2000,9164,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2001,8730,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2002,9051,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2003,9001,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2004,8793,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2005,9092,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2006,9369,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2007,9899,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2008,10333,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2009,10233,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2010,10397,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2011,10146,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2012,10517,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2013,10435,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2014,10370,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2015,10018,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2016,10240,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2017,9867,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2018,9828,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2019,9992,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2020,9495,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2021,10114,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,4: South Australia,A: Annual,2022,10102,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1975,233012,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1976,227810,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1977,226291,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1978,224181,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1979,223129,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1980,225527,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1981,235842,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1982,239903,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1983,242570,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1984,234034,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1985,247348,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1986,243408,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1987,243959,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1988,246193,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1989,250853,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1990,262648,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1991,257247,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1992,264151,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1993,260229,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1994,258051,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1995,256190,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1996,253834,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1997,251842,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1998,249616,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,1999,248870,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2000,249636,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2001,246394,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2002,250988,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2003,251161,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2004,254246,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2005,264493,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2006,270849,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2007,292152,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2008,302272,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2009,301253,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2010,303318,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2011,301617,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2012,309582,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2013,308065,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2014,299697,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2015,305377,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2016,311104,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2017,309142,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2018,315147,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2019,305832,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2020,294369,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2021,309996,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,AUS: Australia,A: Annual,2022,300684,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1975,19883,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1976,18866,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1977,19170,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1978,18523,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1979,18413,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1980,18430,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1981,19271,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1982,19199,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1983,19830,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1984,20052,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1985,19790,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1986,19741,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1987,19235,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1988,19155,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1989,19610,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1990,19863,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1991,19640,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1992,19311,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1993,20078,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1994,19409,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1995,19336,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1996,19056,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1997,18362,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1998,18226,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,1999,17958,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2000,17859,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2001,17281,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2002,17665,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2003,17443,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2004,17140,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2005,17801,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2006,18260,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2007,19666,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2008,20229,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2009,19735,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2010,20078,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2011,19892,NUM: Number,,
