DATAFLOW,MEASURE: Measure,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2012,20433,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2013,20090,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2014,20384,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2015,19587,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2016,19772,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2017,19072,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2018,19113,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2019,19490,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2020,18526,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2021,19757,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,4: South Australia,A: Annual,2022,19449,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1975,2147,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1976,2242,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1977,2258,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1978,2166,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1979,2171,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1980,2144,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1981,2082,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1982,2110,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1983,2095,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1984,2048,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1985,2144,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1986,2115,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1987,2090,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1988,2193,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1989,2112,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1990,2333,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1991,2436,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1992,2256,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1993,2235,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1994,2232,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1995,2291,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1996,2241,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1997,2132,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1998,2006,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,1999,2129,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2000,2074,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2001,1995,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2002,2082,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2003,2128,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2004,2156,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2005,2128,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2006,2303,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2007,2429,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2008,2471,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2009,2574,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2010,2662,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2011,2708,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2012,2803,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2013,2831,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2014,2883,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2015,2910,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2016,2647,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2017,3208,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2018,2732,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2019,2866,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2020,2752,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2021,2894,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),4: Male births,8: Australian Capital Territory,A: Annual,2022,2817,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1975,17713,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1976,17264,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1977,16942,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1978,16726,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1979,17070,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1980,16924,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1981,18799,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1982,19642,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1983,20352,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1984,19606,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1985,19594,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1986,19589,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1987,19072,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1988,19741,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1989,20643,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1990,21786,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1991,21596,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1992,22640,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1993,22723,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1994,22430,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1995,22621,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1996,23236,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1997,22941,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1998,23004,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,1999,22584,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2000,22987,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2001,23301,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2002,23317,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2003,23495,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2004,24354,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2005,24979,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2006,25553,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2007,29614,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2008,30559,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2009,32063,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2010,31492,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2011,31016,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2012,30961,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2013,30595,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2014,30774,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2015,29895,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2016,30346,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2017,29438,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2018,30046,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2019,29942,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2020,28970,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2021,31276,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,3: Queensland,A: Annual,2022,30103,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1975,9735,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1976,9079,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1977,9314,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1978,9051,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1979,8939,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1980,9010,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1981,9502,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1982,9283,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1983,9619,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1984,9776,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1985,9643,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1986,9811,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1987,9339,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1988,9238,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1989,9458,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1990,9693,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1991,9465,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1992,9354,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1993,9846,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1994,9458,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1995,9359,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1996,9346,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1997,8979,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1998,8960,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,1999,8774,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2000,8695,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2001,8551,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2002,8614,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2003,8442,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2004,8347,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2005,8709,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2006,8891,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2007,9767,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2008,9896,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2009,9502,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2010,9681,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2011,9746,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2012,9916,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2013,9655,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2014,10014,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2015,9569,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2016,9532,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2017,9205,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2018,9285,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2019,9498,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2020,9031,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2021,9643,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,4: South Australia,A: Annual,2022,9347,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1975,9888,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1976,10027,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1977,9956,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1978,9966,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1979,10092,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1980,10110,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1981,10545,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1982,10860,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1983,11177,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1984,10473,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1985,11334,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1986,11788,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1987,11288,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1988,12269,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1989,12268,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1990,12274,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1991,12458,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1992,12194,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1993,12156,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1994,12271,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1995,12197,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1996,11980,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1997,11966,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1998,12062,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,1999,12163,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2000,12330,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2001,11673,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2002,11499,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2003,11826,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2004,12327,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2005,12728,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2006,13735,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2007,14143,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2008,15533,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2009,14983,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2010,15361,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2011,15702,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2012,16373,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2013,16842,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2014,17219,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2015,17059,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2016,17033,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2017,16755,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2018,16144,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2019,16221,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2020,15789,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2021,16573,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),5: Female births,5: Western Australia,A: Annual,2022,15392,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1975,61778,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1976,60413,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1977,59244,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1978,58687,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1979,57628,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1980,58022,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1981,59284,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1982,59876,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1983,59928,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1984,59485,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1985,61555,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1986,60162,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1987,61507,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1988,62134,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1989,64002,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1990,66970,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1991,65438,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1992,65766,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1993,64049,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1994,63974,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1995,62591,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1996,61143,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1997,60732,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1998,60492,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,1999,58875,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2000,59171,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2001,58626,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2002,61478,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2003,61058,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2004,62417,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2005,63297,NUM: Number,,
ABS:BIRTHS_SUMMARY(1.0.0),1: Births,2: Victoria,A: Annual,2006,65245,NUM: Number,,
