Participant.Private.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Consent.Form,Spreadsheet.Row,Trial.Number,Image,Subject,Predicate,Practice.Accuracy,AgeL2Eng,LocEng,TimeuseEng,DateEngAcq,L1,GenderText,feminine,masculine,agender,Gender.Category.Coarse,Gender.Category.Fine
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,20,1,fem- standing.jpg,She,stood.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,17,2,fem- pray.jpg,She,prayed.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,16,3,fem- on the phone.jpg,She,spoke on the phone.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,3,4,masc- baking.jpg,He,baked.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,10,5,masc-ironing.jpg,He,ironed.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,11,6,NB- driving.jpg,He,drove.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,2,7,fem- filming.jpg,She,filmed.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,19,8,fem- smoking.jpg,She,smoked.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,18,9,fem- pushing trolley.jpg,She,pushed a trolley.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,7,10,Masc- shaving.jpg,He,shaved.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,6,11,masc- rowing.jpg,He,rowed.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,14,12,NB- shivering.jpg,They,shivered.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,1,13,fem- dive.jpg,She,dived.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,15,14,fem- knit.jpg,She,knitted.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,12,15,NB reading.jpg,They,read a book.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,8,16,masc- sitting.jpg,He,sat on the floor.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,5,17,Masc- cleaning.jpg,He,cleaned.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,4,18,masc- bowing.jpg,He,bowed.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,9,19,masc- sleeping.jpg,He,slept.,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646255,computer,Desktop or Laptop,Mac OS 11.0.1,Chrome 87.0.4280.88,yes,13,20,NB- running.jpg,PRONOUN...,PREDICATE...,4,NA,In my home,~100%,393,English,cis woman,78,60,44,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,7,1,Masc- shaving.jpg,He,shaved.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,2,2,fem- filming.jpg,She,filmed.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,3,3,masc- baking.jpg,He,baked.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,13,4,NB- running.jpg,They,went for a run.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,10,5,masc-ironing.jpg,He,ironed.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,16,6,fem- on the phone.jpg,She,spoke on the phone.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,9,7,masc- sleeping.jpg,He,slept.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,8,8,masc- sitting.jpg,He,sat on the floor.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,15,9,fem- knit.jpg,She,knitted.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,6,10,masc- rowing.jpg,He,rowed.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,11,11,NB- driving.jpg,They,drove.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,19,12,fem- smoking.jpg,They,smoked.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,5,13,Masc- cleaning.jpg,He,cleaned.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,20,14,fem- standing.jpg,She,stood.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,17,15,fem- pray.jpg,She,prayed.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,18,16,fem- pushing trolley.jpg,She,pushed a trolley.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,12,17,NB reading.jpg,They,read a book.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,4,18,masc- bowing.jpg,He,bowed.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,14,19,NB- shivering.jpg,They,shivered.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646262,computer,Desktop or Laptop,Windows 10,Firefox 83.0,yes,1,20,fem- dive.jpg,She,dived.,4,NA,In my home,~100%,428,English,cis woman,50,50,77,woman,woman
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,10,1,masc-ironing.jpg,He,ironed.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,14,2,NB- shivering.jpg,She,shivered.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,3,3,masc- baking.jpg,He,baked.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,5,4,Masc- cleaning.jpg,He,cleaned.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,18,5,fem- pushing trolley.jpg,They,pushed a trolley.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,13,6,NB- running.jpg,She,went for a run.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,7,7,Masc- shaving.jpg,He,shaved.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,19,8,fem- smoking.jpg,She,smoked.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,6,9,masc- rowing.jpg,He,rowed.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,8,10,masc- sitting.jpg,He,sat on the floor.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,9,11,masc- sleeping.jpg,He,slept.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,4,12,masc- bowing.jpg,He,bowed.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,16,13,fem- on the phone.jpg,She,spoke on the phone.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,20,14,fem- standing.jpg,She,stood.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,2,15,fem- filming.jpg,She,filmed.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,17,16,fem- pray.jpg,She,prayed.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,11,17,NB- driving.jpg,They,drove.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,12,18,NB reading.jpg,They,read a book.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,1,19,fem- dive.jpg,She,dived.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646279,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,15,20,fem- knit.jpg,She,knitted.,4,NA,In my home,~100%,464,English,Male,15,63,7,man,male
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,15,1,fem- knit.jpg,She,knitted.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,5,2,Masc- cleaning.jpg,They,cleaned.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,9,3,masc- sleeping.jpg,They,slept.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,3,4,masc- baking.jpg,They,baked.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,16,5,fem- on the phone.jpg,They,spoke on the phone.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,4,6,masc- bowing.jpg,They,bowed.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,6,7,masc- rowing.jpg,They,rowed.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,17,8,fem- pray.jpg,They,prayed.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,19,9,fem- smoking.jpg,They,smoked.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,2,10,fem- filming.jpg,They,filmed.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,7,11,Masc- shaving.jpg,They,shaved.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,20,12,fem- standing.jpg,They,stood.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,1,13,fem- dive.jpg,They,dived.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,10,14,masc-ironing.jpg,They,ironed.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,18,15,fem- pushing trolley.jpg,They,pushed a trolley.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,13,16,NB- running.jpg,They,went for a run.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,12,17,NB reading.jpg,They,read a book.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,14,18,NB- shivering.jpg,They,shivered.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,8,19,masc- sitting.jpg,They,sat on the floor.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646280,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,yes,11,20,NB- driving.jpg,They,drove.,4,5,At school,21-40%,294,Spanish,gender agnostic,40,23,85,nonbinary,nonbinary
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,6,1,masc- rowing.jpg,He,rowed.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,14,2,NB- shivering.jpg,They,shivered.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,4,3,masc- bowing.jpg,He,bowed.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,16,4,fem- on the phone.jpg,She,spoke on the phone.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,18,5,fem- pushing trolley.jpg,They,pushed a trolley.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,1,6,fem- dive.jpg,She,dived.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,19,7,fem- smoking.jpg,They,smoked.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,3,8,masc- baking.jpg,He,baked.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,20,9,fem- standing.jpg,She,stood.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,12,10,NB reading.jpg,They,read a book.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,5,11,Masc- cleaning.jpg,He,cleaned.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,11,12,NB- driving.jpg,They,drove.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,8,13,masc- sitting.jpg,They,sat on the floor.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,2,14,fem- filming.jpg,She,filmed.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,10,15,masc-ironing.jpg,He,ironed.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,7,16,Masc- shaving.jpg,He,shaved.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,15,17,fem- knit.jpg,She,knitted.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,9,18,masc- sleeping.jpg,They,slept.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,17,19,fem- pray.jpg,She,prayed.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646282,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.88,yes,13,20,NB- running.jpg,They,went for a run.,3,NA,In my home,~100%,419,English,female,71,39,50,woman,female
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,6,1,masc- rowing.jpg,They,rowed.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,11,2,NB- driving.jpg,They,drove.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,7,3,Masc- shaving.jpg,They,shaved.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,8,4,masc- sitting.jpg,They,sat on the floor.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,19,5,fem- smoking.jpg,They,smoked.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,9,6,masc- sleeping.jpg,They,slept.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,3,7,masc- baking.jpg,They,baked.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,14,8,NB- shivering.jpg,They,shivered.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,5,9,Masc- cleaning.jpg,They,cleaned.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,17,10,fem- pray.jpg,They,prayed.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,18,11,fem- pushing trolley.jpg,They,pushed a trolley.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,15,12,fem- knit.jpg,They,knitted.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,2,13,fem- filming.jpg,They,filmed.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,4,14,masc- bowing.jpg,They,bowed.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,10,15,masc-ironing.jpg,They,ironed.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,13,16,NB- running.jpg,They,went for a run.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,1,17,fem- dive.jpg,They,dived.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,12,18,NB reading.jpg,They,read a book.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,16,19,fem- on the phone.jpg,They,spoke on the phone.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646308,mobile,undefined undefined,Android 9,Chrome 87.0.4280.101,yes,20,20,fem- standing.jpg,They,stood.,4,0,Outside of home and school e.g. clubs,0-20%,219,Spanish,cis male,50,50,50,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,14,1,NB- shivering.jpg,They,shivered.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,17,2,fem- pray.jpg,They,prayed.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,5,3,Masc- cleaning.jpg,They,cleaned.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,4,4,masc- bowing.jpg,He,bowed.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,9,5,masc- sleeping.jpg,They,slept.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,3,6,masc- baking.jpg,He,baked.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,2,7,fem- filming.jpg,She,filmed.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,20,8,fem- standing.jpg,She,stood.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,12,9,NB reading.jpg,They,read a book.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,18,10,fem- pushing trolley.jpg,They,pushed a trolley.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,13,11,NB- running.jpg,They,went for a run.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,16,12,fem- on the phone.jpg,She,spoke on the phone.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,15,13,fem- knit.jpg,She,knitted.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,8,14,masc- sitting.jpg,He,sat on the floor.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,7,15,Masc- shaving.jpg,They,shaved.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,19,16,fem- smoking.jpg,They,smoked.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,6,17,masc- rowing.jpg,They,rowed.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,11,18,NB- driving.jpg,They,drove.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,1,19,fem- dive.jpg,They,dived.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
2646319,mobile,Nokia 4,Android 10,Chrome 87.0.4280.101,yes,10,20,masc-ironing.jpg,He,ironed.,4,NA,Outside of home and school e.g. clubs,~100%,498,English,male,34,66,46,man,male
